date,msft_return_1d,msft_gap_return,msft_intraday_return,msft_range_pct,msft_return_5d,msft_ma_ratio_5d,msft_volatility_5d,msft_return_10d,msft_ma_ratio_10d,msft_volatility_10d,msft_return_20d,msft_ma_ratio_20d,msft_volatility_20d,msft_volume_ratio_20d,spy_return_1d,spy_gap_return,spy_intraday_return,spy_range_pct,spy_return_5d,spy_ma_ratio_5d,spy_volatility_5d,spy_return_10d,spy_ma_ratio_10d,spy_volatility_10d,spy_return_20d,spy_ma_ratio_20d,spy_volatility_20d,spy_volume_ratio_20d,excess_return_1d,excess_return_5d,excess_return_10d,excess_return_20d,day_of_week_sin,day_of_week_cos,month_sin,month_cos
2026-07-14,-0.015499118,-0.020895675,0.0055117287,0.024783727,-0.01005555,-0.0021102078,0.012902963,0.044387769,-0.00072428214,0.014632379,-0.014869223,0.012294381,0.023785572,-0.40508657,0.003550596,0.0023225703,0.0012251801,0.0062248115,0.0055101577,0.0016226759,0.0064182857,0.014615385,0.0038641486,0.0058916604,0.013589484,0.0093222319,0.0086873776,-0.36644036,-0.019049714,-0.015565708,0.029772384,-0.028458707,0.95105652,0.30901699,1.2246468e-16,-1
